"","gq6_1","gq6_2","gq6_3","gq6_4","gq6_5","gq6_6","gac_1","gac_2","gac_3","losd_1","losd_2","losd_3","losd_4","losd_5","losd_6","sa_1","sa_2","sa_3","sa_4","sa_5","sa_6","ao_1","ao_2","ao_3","ao_4"
"1109",6,4,6,4,5,4,3,3,3,7,7,8,5,8,5,5,8,6,6,7,6,5,6,5,5
"1110",7,7,7,7,7,2,4,4,4,8,4,1,4,6,5,8,7,8,8,8,9,8,8,8,8
"1111",7,7,7,7,7,3,3,3,3,7,8,6,8,9,7,5,8,8,8,8,8,8,6,8,6
"1112",7,6,6,7,5,4,4,4,3,6,5,6,5,8,4,5,3,5,6,8,6,7,7,7,7
"1113",7,6,6,7,7,6,4,4,4,7,6,5,5,5,6,7,7,6,9,8,9,7,7,7,7
"1114",5,4,5,6,7,2,3,3,3,4,4,5,4,4,4,2,8,5,6,9,9,7,7,6,9
"1115",7,7,6,5,6,6,3,3,3,8,5,4,6,5,4,8,9,6,8,6,9,6,7,7,7
"1117",7,6,7,7,7,2,5,5,5,7,9,9,6,1,9,5,5,1,1,9,9,7,7,6,9
"1119",7,7,7,7,7,7,4,5,4,9,8,9,8,9,8,9,8,7,9,9,9,9,9,8,9
"1120",7,7,7,7,7,7,5,5,3,9,9,5,9,9,9,1,2,7,6,7,9,9,9,9,9
"1121",4,4,5,5,6,5,3,3,4,3,5,6,4,5,6,6,8,6,5,5,6,7,7,7,6
"1122",6,5,5,6,5,4,4,4,3,8,5,5,7,9,4,5,2,1,5,7,8,9,6,6,6
"1123",6,5,6,4,6,6,3,4,4,7,7,5,6,9,6,3,1,3,1,5,5,7,6,3,6
"1124",6,6,6,6,6,3,4,3,3,7,9,9,2,4,9,4,8,7,5,6,9,6,6,7,7
"1125",5,4,4,4,4,6,5,5,4,7,8,4,7,4,3,5,5,5,5,9,9,7,6,6,8
"1126",7,7,7,7,7,7,5,5,5,9,5,9,7,9,9,9,9,9,9,9,9,9,9,9,9
"1127",6,6,7,5,4,3,3,4,4,8,7,2,5,8,8,8,7,9,5,7,9,7,7,5,6
"1128",6,6,7,6,7,7,4,5,5,5,5,3,5,4,6,1,5,8,4,6,9,7,6,6,7
"1129",5,4,5,5,3,3,4,4,4,9,1,1,9,9,9,9,5,3,9,9,9,9,9,9,9
"1130",4,4,4,4,4,4,2,3,5,6,9,2,1,4,2,4,3,5,8,9,9,7,9,4,8
"1131",4,4,3,5,6,1,4,4,4,6,8,4,3,5,4,4,5,8,5,7,7,6,5,7,6
"1132",5,4,4,4,4,3,3,2,2,6,5,6,7,5,4,5,3,5,5,6,6,4,7,7,5
"1133",6,6,7,1,6,3,3,3,3,9,9,5,9,9,8,6,7,7,4,6,6,6,7,4,6
"1134",6,6,6,4,6,3,5,4,4,6,5,2,3,6,2,4,5,7,7,8,9,7,8,7,8
"1135",6,6,5,5,4,3,4,4,4,7,8,5,5,6,5,8,6,7,5,7,6,7,7,8,5
"1136",7,7,7,7,7,7,5,5,5,8,9,8,8,9,9,3,9,7,9,6,9,9,9,9,9
"1137",7,7,7,7,6,7,3,4,4,8,8,8,7,7,7,3,7,7,6,7,9,8,7,7,8
"1138",7,7,7,6,7,7,2,2,2,9,9,9,9,9,8,5,5,8,6,8,9,8,7,7,7
"1139",7,7,7,2,7,6,3,3,4,9,9,9,8,9,9,9,9,9,8,9,7,9,8,8,8
"1140",3,3,3,2,5,5,2,2,2,3,5,5,5,6,5,5,4,4,4,3,4,3,3,3,3
"1141",7,7,7,7,6,7,4,4,4,9,7,7,8,9,7,7,6,8,7,7,9,9,8,8,8
"1142",6,4,6,4,1,6,4,4,4,7,9,9,7,5,5,5,7,5,5,7,9,3,7,3,3
"1143",6,6,7,7,6,4,4,4,4,7,8,8,8,8,8,7,7,8,5,7,9,8,8,8,8
"1144",7,7,7,6,6,4,4,4,4,8,7,8,7,9,8,6,7,8,7,9,7,7,7,6,7
"1145",7,7,7,7,7,7,4,4,4,9,9,9,9,9,9,9,9,6,9,6,9,8,9,7,8
"1146",7,7,7,7,7,6,5,5,5,9,7,7,9,9,8,3,3,6,9,8,9,9,7,9,9
"1147",7,7,7,7,7,6,2,2,4,8,9,9,9,9,9,3,4,4,5,8,9,7,9,2,5
"1148",1,1,1,1,1,2,4,1,2,7,9,9,9,9,9,1,1,1,1,8,5,7,7,7,7
"1149",6,5,5,2,1,7,5,5,5,8,8,7,6,8,8,7,6,5,7,8,7,6,7,3,6
"1150",7,7,6,7,7,4,3,3,3,7,8,7,7,6,7,7,5,7,7,7,9,9,7,7,7
"1151",5,5,5,5,6,2,3,3,3,8,9,8,7,7,7,6,2,6,2,4,4,7,9,8,6
"1152",7,6,7,5,6,4,3,2,3,8,9,8,9,9,9,5,5,6,6,7,6,9,7,6,7
"1153",7,7,7,7,7,7,5,5,5,9,7,5,8,9,5,5,1,5,9,5,9,9,9,9,9
"1154",7,6,7,7,6,6,3,4,3,8,4,7,5,8,2,8,5,8,2,1,5,8,7,6,3
"1155",6,6,7,6,6,6,2,3,3,7,7,3,3,4,4,5,3,3,5,4,9,7,9,7,8
"1156",7,7,7,7,6,5,4,3,4,8,8,6,8,8,7,4,7,5,7,7,5,6,6,4,6
"1157",7,7,7,7,7,7,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9
"1158",7,7,6,7,7,6,5,4,5,9,4,7,7,8,6,7,7,8,7,9,9,8,8,8,9
"1159",6,6,7,6,6,7,5,5,5,9,7,4,7,9,7,1,1,9,9,9,9,7,8,7,9
"1160",7,7,7,6,7,3,3,5,5,8,5,6,8,9,6,9,9,4,8,7,9,8,9,7,9
"1161",3,3,3,3,2,2,1,1,1,4,5,3,1,2,3,5,2,5,5,6,6,6,5,3,5
"1162",6,6,7,5,6,6,4,4,4,6,4,4,5,5,5,2,2,7,5,6,7,7,2,4,5
"1163",6,6,6,6,7,6,4,4,5,9,5,4,9,9,3,4,1,5,1,8,9,9,9,8,9
"1164",6,6,6,6,6,3,4,5,4,7,5,4,6,6,6,5,3,5,5,5,6,7,6,6,6
"1165",4,4,3,5,7,5,3,2,3,5,5,1,5,5,4,4,5,5,5,7,5,5,5,5,5
"1166",7,7,7,7,7,4,5,5,5,9,9,8,9,7,9,9,9,9,9,9,9,9,9,9,9
"1167",7,7,7,7,7,6,4,4,4,9,7,7,9,9,7,3,3,7,9,9,9,9,9,9,9
"1168",7,7,2,5,7,3,5,5,4,7,7,5,5,8,2,6,5,3,8,6,9,7,8,5,8
"1169",6,6,6,6,6,6,3,4,4,6,7,7,6,5,5,7,6,6,6,7,7,8,7,6,8
"1170",7,6,7,7,7,6,3,3,3,8,9,9,9,9,9,8,1,9,8,9,9,7,7,1,7
"1171",4,4,4,5,5,3,5,5,5,6,4,3,4,5,4,7,6,5,6,9,5,7,9,6,8
"1172",7,7,7,7,6,4,5,5,5,9,7,3,9,7,6,9,9,5,5,7,9,7,9,9,9
"1173",6,7,7,7,7,7,3,5,5,8,8,9,9,9,9,6,7,9,5,9,9,7,9,7,9
"1174",7,4,7,5,6,7,2,2,4,9,9,9,9,9,9,5,5,7,2,8,5,5,7,5,7
"1175",6,7,6,6,6,3,4,3,4,7,5,3,6,5,5,5,6,6,6,7,9,6,6,6,6
"1176",7,7,7,6,7,2,1,3,3,9,9,9,9,9,9,5,7,9,9,9,9,9,9,9,8
"1177",6,5,6,6,7,7,5,5,5,7,8,5,8,8,6,7,2,7,4,8,6,8,8,8,7
"1178",7,7,7,4,5,3,4,3,3,5,9,6,3,7,5,6,3,5,5,7,9,9,6,9,9
"1179",6,7,5,5,7,2,5,4,5,7,4,1,8,5,2,8,3,4,7,9,9,6,7,9,7
"1180",6,2,6,4,6,5,2,4,4,7,5,5,8,9,8,5,4,7,5,8,5,9,8,5,7
"1181",7,7,7,3,1,7,5,5,5,5,5,5,5,5,1,5,5,5,5,5,9,5,5,5,9
"1182",4,4,6,3,4,4,4,3,2,3,7,7,7,7,7,1,1,1,3,5,9,5,3,5,5
"1183",7,7,7,7,7,7,5,5,5,9,9,9,9,9,9,7,7,7,7,9,9,7,7,9,9
"1185",5,6,5,4,5,4,3,3,3,7,5,3,5,5,5,3,5,1,5,6,9,5,8,6,7
"1186",7,7,6,6,6,6,5,4,4,9,8,9,5,7,8,2,4,7,6,8,9,7,5,5,8
"1187",7,6,7,5,6,4,3,4,5,8,8,5,8,8,7,6,8,5,4,9,9,9,9,7,9
"1188",6,7,3,5,5,2,4,4,3,8,6,2,9,3,8,5,4,2,8,5,6,7,6,3,3
"1189",6,6,4,5,4,4,5,5,5,8,7,7,9,3,5,6,7,6,5,6,7,7,6,6,7
"1190",6,6,7,4,6,6,5,5,5,8,9,9,9,9,9,6,5,9,8,9,9,5,3,7,8
"1191",7,7,7,7,7,4,5,5,5,7,7,7,7,8,7,7,6,9,8,9,9,9,9,5,8
"1192",5,5,6,4,6,6,1,3,2,5,5,3,1,4,6,4,5,9,5,7,5,8,3,4,6
"1193",4,5,3,5,4,5,3,3,4,7,5,5,7,5,4,6,6,2,4,2,9,1,2,1,4
"1194",3,4,5,4,4,3,3,3,3,4,3,3,5,5,5,2,5,2,5,5,8,5,5,5,6
"1195",6,6,4,6,6,2,4,4,4,7,8,5,7,5,8,6,6,5,6,6,9,4,8,5,7
"1196",6,7,3,6,7,1,5,3,5,6,7,8,7,9,6,1,1,5,6,7,9,3,9,8,7
"1197",6,5,7,5,5,4,3,2,2,3,9,7,8,8,7,5,9,5,9,9,9,1,9,9,8
"1198",5,5,5,6,5,4,4,3,5,7,3,7,6,8,3,4,4,4,6,6,7,4,8,5,6
"1199",6,6,6,4,6,3,3,3,3,7,3,4,7,7,5,3,6,8,5,4,7,5,6,8,4
"1201",7,6,7,5,6,6,5,5,5,8,5,4,8,7,7,6,7,7,6,7,8,8,7,7,7
"1202",5,5,6,5,5,5,4,3,3,6,7,7,7,9,7,8,9,7,5,9,7,6,6,3,6
"1203",7,7,7,6,2,6,5,5,5,9,9,9,8,9,6,8,7,5,8,9,8,8,6,5,6
"1204",5,4,4,4,5,3,3,3,4,7,4,5,4,3,4,5,5,3,4,8,8,5,7,5,5
"1205",7,7,6,7,7,4,5,4,4,7,7,5,9,9,5,5,5,5,9,9,9,9,6,9,9
"1206",5,4,6,6,5,4,3,3,4,8,7,2,7,8,7,4,9,7,2,9,8,6,7,5,7
"1208",6,6,4,5,6,6,3,4,5,5,9,9,9,9,9,1,6,6,5,8,8,3,6,6,5
"1209",5,2,4,7,7,4,2,5,5,2,5,5,1,9,5,6,7,8,6,8,5,9,5,7,9
"1210",2,3,2,3,6,3,4,4,3,7,7,2,3,6,5,3,1,3,3,7,9,9,4,5,7
"1211",7,7,7,7,7,4,5,5,5,9,9,9,9,5,5,5,5,5,9,9,9,9,9,9,9
"1212",7,6,7,6,7,5,4,3,3,7,9,9,9,9,5,5,2,5,9,7,7,7,8,6,8
"1213",7,7,7,7,7,1,5,5,5,9,2,9,9,9,7,8,9,9,9,9,9,8,9,9,9
"1214",6,6,2,5,5,3,2,4,2,7,2,7,1,2,3,1,4,4,7,7,8,7,5,3,6
"1215",6,6,7,7,6,6,4,3,3,9,9,8,9,8,8,5,2,6,6,7,9,9,7,7,8
"1216",7,6,6,4,6,5,4,4,5,7,8,3,7,8,8,4,3,5,2,5,4,4,9,6,9
"1217",4,6,5,3,4,5,3,4,5,2,3,3,1,1,2,4,3,2,8,5,5,3,6,3,4
"1218",7,2,7,5,5,4,5,5,5,8,8,7,7,9,4,9,9,9,5,9,9,4,5,2,8
"1219",7,7,7,4,6,7,3,3,3,8,5,5,5,9,9,7,2,4,6,7,7,1,7,7,7
"1220",7,7,7,4,7,4,5,5,5,5,8,3,9,9,1,9,9,5,7,9,7,1,8,8,9
"1221",6,5,6,5,6,2,5,4,4,8,8,4,7,8,8,2,2,6,5,7,9,7,5,4,5
"1222",6,4,6,3,6,5,3,3,3,7,6,7,4,5,7,7,6,9,9,7,5,7,6,5,7
"1223",7,7,7,6,6,3,4,5,5,8,5,5,9,9,5,6,4,7,7,6,9,9,5,7,6
"1224",7,6,6,6,6,2,5,5,3,9,4,5,6,9,4,1,1,5,9,5,9,5,3,3,9
"1225",7,7,6,6,6,6,5,4,5,9,8,8,9,9,9,6,1,4,8,8,9,7,5,7,9
"1226",5,5,1,6,6,2,4,2,2,6,4,5,5,5,3,5,1,1,6,6,8,7,7,6,6
"1227",6,6,4,6,6,2,4,3,4,6,5,4,5,6,2,4,1,2,2,5,8,6,4,4,4
"1228",6,5,6,6,7,5,3,3,3,6,5,7,5,9,7,6,8,7,7,8,7,7,7,6,7
"1229",7,7,7,4,7,5,2,2,3,9,8,9,8,9,9,2,3,7,5,8,9,8,3,5,8
"1230",6,6,6,6,4,5,3,3,3,7,8,7,7,7,6,6,2,7,7,8,7,8,7,6,7
"1231",7,7,7,4,6,5,4,4,4,9,8,9,9,9,9,2,5,1,7,9,9,9,8,6,7
"1232",6,6,6,6,7,2,4,4,4,8,9,9,5,9,8,1,2,7,7,7,9,8,7,7,7
"1234",6,6,6,4,6,5,3,3,3,5,6,5,5,7,6,6,8,5,3,5,5,6,6,6,6
"1235",6,4,6,4,7,5,4,5,5,9,5,4,3,7,2,7,9,9,9,9,7,3,9,5,9
"1236",6,6,7,6,6,7,4,4,4,9,9,9,9,9,9,1,6,9,9,9,9,9,9,9,9
"1237",7,7,7,6,7,4,2,3,3,8,9,5,8,9,8,3,2,7,7,7,9,5,5,6,7
"1238",7,6,6,2,7,2,4,5,5,7,6,5,7,9,7,8,8,9,8,9,9,7,7,8,8
"1239",7,4,7,2,6,4,5,3,5,7,7,3,8,2,7,3,8,5,9,9,9,7,6,8,7
"1240",7,6,7,7,7,7,5,5,5,8,8,8,5,8,8,5,6,8,6,9,9,8,5,7,9
"1241",7,7,7,7,7,6,5,5,5,9,7,7,9,9,8,7,9,9,9,9,9,9,4,9,9
"1242",7,7,7,7,7,7,5,5,5,9,5,5,5,9,6,6,4,8,8,8,9,9,7,6,7
"1243",7,3,5,6,5,2,5,5,5,7,6,1,3,2,6,5,3,5,9,1,5,9,7,1,3
"1244",7,7,5,5,7,6,5,5,5,9,4,5,5,7,7,7,4,6,9,8,9,9,7,8,8
"1245",7,7,3,6,7,7,4,5,5,9,9,9,5,9,9,6,9,5,5,9,9,9,9,9,9
"1246",6,6,7,7,6,6,4,5,3,6,9,3,3,5,5,3,1,3,6,9,9,5,4,5,6
"1247",7,6,5,6,7,3,3,3,4,6,5,3,5,7,2,7,2,5,5,6,7,8,9,5,7
"1248",6,5,6,5,6,5,4,4,4,6,7,5,5,8,4,6,5,6,7,8,7,7,7,6,7
"1249",7,7,3,6,6,6,4,5,4,3,6,3,1,5,2,8,9,7,8,8,9,7,9,6,6
"1250",4,4,6,3,3,6,3,3,2,9,8,9,9,9,9,2,1,1,1,1,1,3,2,1,1
"1251",6,5,6,5,5,6,2,2,2,9,9,8,8,7,8,1,1,1,6,6,8,6,5,4,7
"1252",5,4,6,3,5,5,2,3,3,7,7,7,8,8,9,5,5,6,4,3,8,6,6,4,6
"1253",7,7,7,4,7,6,4,3,2,7,8,5,8,8,4,8,3,1,8,9,9,7,6,6,9
"1254",7,6,6,6,6,6,4,3,4,9,9,9,9,9,9,3,5,1,7,5,9,9,7,7,7
"1255",5,6,4,6,6,5,2,2,3,7,7,3,5,6,5,5,6,6,8,7,9,8,9,7,9
"1256",6,6,6,4,5,7,4,3,2,8,8,9,9,9,7,7,5,7,5,8,9,5,6,3,2
"1257",5,5,6,4,6,4,2,3,3,7,5,7,5,5,6,9,9,9,6,9,9,7,8,6,7
"1258",7,7,7,7,7,4,5,3,5,9,9,9,9,9,9,7,5,9,7,9,9,9,5,1,9
"1259",6,5,7,6,7,6,4,4,4,7,5,5,5,5,7,5,6,7,6,9,9,8,7,6,7
"1260",6,5,6,5,7,6,4,4,4,7,8,3,8,6,4,5,7,5,5,7,9,9,8,7,8
"1261",3,2,4,4,5,4,2,3,2,7,8,8,6,9,7,1,9,9,2,9,9,6,5,3,6
"1262",6,4,3,5,6,3,2,3,3,5,4,2,4,4,4,6,3,6,5,6,7,7,8,5,5
"1263",6,6,2,6,6,2,5,4,4,7,7,5,7,8,7,3,3,3,5,7,8,8,7,8,7
"1264",5,5,5,6,6,6,3,3,3,7,8,7,7,7,7,8,8,8,6,7,7,7,6,5,6
"1265",5,3,5,2,5,5,2,2,2,7,7,4,7,7,6,1,1,3,6,6,3,2,5,5,7
"1266",6,6,6,6,6,6,4,4,2,7,7,7,5,5,7,6,6,6,7,7,7,8,8,7,8
"1267",7,7,7,6,7,7,5,5,5,7,4,4,6,4,4,5,5,5,6,9,9,1,8,8,9
"1268",6,6,4,6,6,2,3,4,5,6,8,5,3,5,3,7,5,5,5,9,9,7,7,9,9
"1269",6,5,6,7,7,1,3,2,2,8,9,5,9,9,8,9,1,6,6,9,9,3,2,7,8
"1270",6,6,6,6,7,5,3,3,3,7,5,5,5,5,6,8,7,7,6,9,9,9,7,7,8
"1271",6,5,4,5,7,1,2,2,1,8,5,5,6,5,5,4,4,3,5,6,6,6,6,6,6
"1272",6,6,6,4,5,6,3,3,3,7,7,7,7,7,7,1,3,2,1,8,5,5,5,3,5
"1273",7,6,4,7,7,7,3,2,2,5,9,8,9,9,9,8,3,2,1,8,3,6,7,2,7
"1274",6,6,3,4,5,4,3,3,2,6,7,4,7,7,5,5,7,7,7,5,5,5,7,5,6
"1275",5,6,6,4,7,3,2,2,3,4,4,6,6,8,8,7,1,8,3,7,6,6,7,6,3
"1276",7,5,6,4,6,2,5,3,5,9,7,7,9,9,5,2,1,1,7,9,7,3,7,7,9
"1277",6,6,6,6,6,4,4,4,4,8,7,7,7,5,7,5,2,7,7,9,9,8,5,6,8
"1278",6,4,7,6,6,7,5,5,5,7,5,3,5,6,9,5,5,3,7,5,7,3,7,7,7
"1279",4,4,4,4,5,4,3,3,3,5,5,3,5,5,5,5,3,3,4,7,5,5,6,5,5
"1280",5,4,6,5,5,3,1,2,1,4,3,3,1,1,6,5,6,6,3,8,9,6,4,6,8
"1281",6,6,6,6,7,5,3,2,4,8,9,7,8,9,7,1,8,9,8,9,9,4,8,7,7
"1282",7,7,7,7,7,7,2,3,2,6,8,8,2,6,8,1,8,7,8,9,9,9,9,9,9
"1283",6,7,6,6,6,4,3,3,3,8,7,8,7,8,6,5,6,5,5,7,7,3,7,3,6
"1284",6,6,7,4,3,4,3,1,1,7,7,6,8,9,5,5,1,7,5,7,9,5,8,6,8
"1285",7,7,7,6,6,5,4,4,5,7,8,8,8,9,8,2,5,8,7,9,9,7,4,8,8
"1286",6,5,6,6,6,3,4,4,4,7,3,2,4,3,5,8,5,5,5,8,9,7,9,7,8
"1287",6,6,5,4,6,3,3,4,4,9,5,6,8,8,5,5,4,5,5,6,8,6,7,8,8
"1288",7,7,7,5,7,5,4,4,4,7,3,6,9,9,5,5,1,1,9,9,9,7,3,7,9
"1290",5,6,6,5,6,3,3,3,3,5,7,5,6,5,4,9,8,7,5,7,7,7,8,6,7
"1291",3,3,5,5,6,2,1,1,1,1,5,1,1,3,2,3,4,2,6,6,3,7,9,6,7
"1292",4,4,5,5,5,6,4,3,4,6,5,6,4,8,6,3,2,3,7,7,9,7,6,6,7
"1293",6,6,6,4,4,5,4,4,4,8,8,7,5,9,5,3,3,2,4,5,8,5,5,3,7
"1294",6,6,7,6,7,3,3,4,3,9,7,9,7,9,7,7,7,7,7,9,9,9,9,7,9
"1295",6,5,5,5,5,5,3,4,3,7,7,3,2,3,8,3,5,7,6,7,7,3,7,9,7
"1296",6,6,5,5,6,3,4,4,4,8,3,4,3,2,3,9,8,7,8,8,9,6,6,6,8
"1297",6,5,6,4,6,4,3,3,3,8,8,8,8,8,8,5,5,5,5,7,7,5,5,5,5
"1298",6,6,6,6,5,6,5,4,3,6,8,5,8,8,6,5,6,7,6,8,7,7,7,6,7
"1299",6,6,7,6,7,5,3,3,4,8,8,8,9,9,8,6,6,5,5,7,6,7,7,6,7
"1300",7,7,6,7,7,7,4,4,4,9,9,8,9,8,9,8,9,8,9,9,9,9,9,9,9
"1301",7,7,6,5,7,4,5,5,5,9,5,8,5,9,9,7,5,7,7,7,6,5,6,3,5
"1302",7,7,7,6,7,5,5,5,5,7,9,9,8,9,4,9,9,9,9,9,9,3,6,7,7
"1303",7,6,6,6,7,5,5,4,5,9,7,8,5,7,5,5,1,5,8,6,6,7,7,7,6
"1304",7,7,7,7,7,6,4,4,3,7,9,9,9,4,5,5,5,2,9,9,9,9,9,9,9
"1305",7,7,7,7,7,7,5,5,5,8,8,8,5,8,7,5,7,7,7,9,7,4,9,7,8
"1306",7,7,7,7,7,7,5,5,5,9,9,9,9,9,5,5,3,7,9,9,9,9,9,9,9
"1307",7,6,7,6,6,7,5,3,5,8,6,8,8,9,9,8,5,7,9,9,9,8,8,8,8
"1308",6,7,6,6,7,3,2,3,4,8,7,3,6,7,8,3,2,4,5,9,8,8,3,6,8
"1309",6,6,7,7,5,2,4,3,3,8,9,9,9,9,9,7,6,5,6,8,6,5,8,7,8
"1310",6,6,3,5,5,4,3,2,4,7,8,6,4,7,5,5,4,6,5,6,9,6,6,7,7
"1311",7,6,6,6,7,4,4,4,4,7,7,7,7,7,4,4,4,9,9,7,2,8,6,6,5
"1312",6,5,6,5,6,5,4,4,4,7,4,6,2,5,5,6,6,7,8,8,8,7,5,6,6
"1313",7,7,6,7,7,5,4,4,3,9,9,8,8,8,7,5,3,6,7,8,9,9,7,7,8
"1314",6,6,7,6,6,3,4,4,4,6,8,9,9,9,5,6,2,5,2,4,6,6,6,5,5
"1315",6,5,5,2,4,3,4,4,4,8,7,6,6,7,8,1,4,7,7,8,7,6,5,6,6
"1316",5,5,5,3,4,4,2,3,2,5,5,3,6,6,4,5,3,6,7,4,5,5,4,5,4
"1317",5,6,3,6,6,4,3,2,2,5,5,4,4,5,7,4,6,4,5,5,9,1,2,1,7
"1318",4,4,6,5,7,6,2,3,2,7,7,6,7,9,7,5,5,5,5,6,9,9,8,9,8
"1319",6,5,7,5,6,6,5,4,4,7,8,3,3,3,8,5,2,9,9,9,7,6,7,6,8
"1320",5,4,5,4,5,4,3,3,4,5,1,2,1,1,1,2,1,1,2,5,6,6,5,3,7
"1321",6,4,7,3,4,2,4,4,5,8,8,4,9,8,9,1,4,4,2,4,6,1,5,6,5
"1322",6,6,6,6,6,5,3,2,3,9,8,8,3,7,8,6,3,3,3,7,9,7,9,7,7
"1323",4,4,4,4,4,4,3,4,3,5,5,4,5,5,5,8,8,6,6,7,7,7,5,5,7
"1324",6,4,4,5,4,4,2,3,4,2,7,4,2,3,7,4,7,9,6,5,2,1,5,8,4
"1326",6,6,4,4,4,3,3,3,4,5,5,3,8,7,3,5,4,3,5,5,7,5,5,6,9
"1327",7,6,6,6,7,6,5,5,4,4,9,7,8,6,9,3,1,3,7,4,9,2,4,4,5
"1328",5,5,3,5,5,3,3,3,3,5,7,3,3,4,5,6,5,6,6,7,8,6,5,6,7
"1329",2,2,5,1,2,3,1,4,2,4,4,8,8,7,5,3,1,5,4,7,1,1,8,1,5
"1330",7,7,7,7,7,5,5,5,5,9,9,5,6,5,3,8,7,9,5,8,9,6,3,9,6
"1331",6,6,6,6,7,4,4,4,4,6,6,5,6,6,6,6,5,5,7,7,8,7,6,6,7
"1332",6,6,5,7,7,6,3,3,3,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5
"1333",2,2,4,6,6,2,3,3,3,2,7,7,3,9,5,5,1,1,1,1,5,1,5,1,5
"1334",6,2,2,5,5,2,2,1,2,3,6,4,5,9,2,5,7,7,5,7,7,6,7,4,7
"1335",5,3,6,6,6,2,5,4,4,5,8,3,2,3,4,2,1,1,2,5,9,8,2,4,4
"1336",7,7,5,6,5,6,4,3,3,7,8,8,6,8,5,7,4,5,9,9,9,9,6,8,9
"1337",6,6,6,5,6,4,5,5,5,7,6,4,6,8,8,5,6,7,7,6,9,7,6,6,6
"1338",6,6,6,6,6,3,1,2,1,3,6,5,4,7,6,2,5,5,4,4,5,4,4,5,4
"1339",6,6,5,6,6,2,3,3,3,7,4,3,5,6,6,8,4,1,6,9,9,9,7,7,9
"1340",6,6,6,5,4,3,2,2,3,7,6,4,3,4,5,2,1,1,1,4,6,5,3,3,3
"1341",5,4,3,4,5,2,2,4,3,6,8,3,9,9,4,1,1,3,1,3,3,7,3,5,3
"1342",7,7,2,7,6,6,4,3,5,9,9,8,9,8,9,5,5,5,6,9,9,9,8,9,9
"1343",7,7,7,6,6,6,4,3,2,8,3,7,9,9,9,4,2,2,1,4,2,7,7,7,5
"1344",7,7,7,6,6,4,2,2,4,7,7,5,5,9,5,5,5,8,9,9,8,9,7,7,9
"1345",7,7,7,5,7,7,5,5,5,8,9,9,5,9,3,6,5,2,9,9,9,7,9,9,8
"1346",5,5,5,6,6,2,3,3,3,7,5,2,6,3,1,1,4,1,3,5,9,8,8,6,8
"1347",6,6,4,3,7,2,3,3,3,7,4,2,3,4,5,6,9,9,5,7,7,9,7,8,8
"1348",6,5,5,2,2,6,3,3,3,9,9,8,5,9,8,5,3,2,2,5,5,6,7,5,5
"1349",4,5,7,2,5,3,2,3,3,6,7,4,3,4,7,6,6,9,9,9,7,9,9,9,9
"1350",7,6,6,4,7,3,2,2,2,8,8,6,9,9,6,5,4,7,7,7,8,7,7,6,7
"1351",5,5,6,6,6,4,3,3,3,7,8,8,8,9,8,3,1,5,5,8,7,5,4,3,4
"1352",6,6,7,5,6,6,3,3,3,9,8,7,8,8,8,7,9,6,6,7,9,7,6,7,8
"1353",7,5,5,5,6,5,4,5,4,9,7,7,4,8,6,7,9,9,9,7,9,9,7,5,9
"1354",6,6,6,6,7,6,4,4,4,6,9,7,4,5,9,5,4,8,8,9,9,9,7,8,9
"1355",6,7,7,6,6,6,4,4,4,7,9,4,5,4,3,5,5,7,6,9,9,7,7,8,9
"1357",7,7,6,6,7,6,3,3,5,7,8,8,1,5,3,6,1,8,5,6,9,7,6,9,9
"1358",4,4,4,5,4,4,4,4,4,6,5,5,5,5,5,5,4,5,5,5,5,5,5,7,5
"1359",5,3,6,4,2,4,5,2,4,5,7,7,7,6,7,5,1,3,4,7,4,6,7,5,5
"1360",6,6,6,5,7,4,4,4,4,8,5,2,4,5,5,5,4,7,3,7,5,7,6,6,5
"1361",6,5,6,6,6,3,3,4,4,6,5,4,1,3,3,2,2,2,5,5,7,2,3,8,6
"1362",6,6,6,5,6,3,4,3,4,7,8,4,6,6,5,9,6,6,5,7,9,6,7,7,7
"1363",4,3,4,2,5,2,1,1,1,7,5,4,7,5,3,7,3,4,3,8,9,8,5,5,6
"1364",6,6,6,6,6,5,5,5,5,5,4,5,6,6,5,2,2,1,5,7,9,7,6,7,9
"1365",4,4,3,4,4,4,2,2,2,3,5,4,6,7,6,5,5,6,7,7,9,7,5,4,7
"1366",6,6,6,5,6,5,5,5,5,5,6,7,7,9,4,6,5,6,7,6,7,6,6,7,8
"1367",6,5,6,4,6,6,5,4,4,8,8,8,5,5,8,2,1,2,4,7,9,8,7,7,8
"1368",5,5,5,6,4,6,5,5,2,6,3,5,4,7,3,5,5,6,7,8,8,7,7,7,6
"1369",1,1,7,7,7,3,5,5,5,7,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9
"1370",6,6,5,5,6,3,4,4,4,7,5,4,5,6,5,2,1,2,8,8,8,7,5,5,7
"1371",6,6,6,6,6,3,2,5,4,7,7,4,5,6,7,5,7,2,7,8,5,9,7,7,8
"1372",5,6,6,7,7,3,3,3,4,6,7,5,3,3,3,5,5,7,9,8,9,5,7,7,7
"1373",5,4,7,6,7,6,3,2,2,9,9,9,9,9,9,9,7,6,1,8,1,7,9,7,7
